"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 04 09:23:59 GMT 2024","Tue Jun 04 09:23:59 GMT 2024","198","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","systemAdminShouldHaveRightsToCreateProject","systemAdminShouldHaveRightsToCreateProject",""
"passed","Tue Jun 04 09:23:57 GMT 2024","Tue Jun 04 09:23:58 GMT 2024","103","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectRequestWithOtherProjectParentIdInLocatorShouldPass","createProjectRequestWithOtherProjectParentIdInLocatorShouldPass",""
"passed","Tue Jun 04 09:23:54 GMT 2024","Tue Jun 04 09:23:54 GMT 2024","88","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigRequestWithIncorrectIdShouldFail","createBuildConfigRequestWithIncorrectIdShouldFail",""
"passed","Tue Jun 04 09:24:10 GMT 2024","Tue Jun 04 09:25:02 GMT 2024","51928","UI Suite","UI Test","com.example.teamcity.ui.CreateBuildConfigurationTest","com.example.teamcity.ui.CreateBuildConfigurationTest","userShouldBeAbleCreateBuildConfigByUrl","userShouldBeAbleCreateBuildConfigByUrl",""
"passed","Tue Jun 04 09:23:49 GMT 2024","Tue Jun 04 09:23:49 GMT 2024","115","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigRequestWithCorrectNameShouldPass","createBuildConfigRequestWithCorrectNameShouldPass",""
"passed","Tue Jun 04 09:23:49 GMT 2024","Tue Jun 04 09:23:49 GMT 2024","93","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigRequestWithCorrectNameShouldPass","createBuildConfigRequestWithCorrectNameShouldPass",""
"passed","Tue Jun 04 09:23:54 GMT 2024","Tue Jun 04 09:23:54 GMT 2024","51","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigRequestWithIncorrectIdShouldFail","createBuildConfigRequestWithIncorrectIdShouldFail",""
"passed","Tue Jun 04 09:23:58 GMT 2024","Tue Jun 04 09:23:58 GMT 2024","355","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject",""
"passed","Tue Jun 04 09:23:50 GMT 2024","Tue Jun 04 09:23:52 GMT 2024","1462","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigRequestWithExistedIdInDifferentProjectShouldFail","createBuildConfigRequestWithExistedIdInDifferentProjectShouldFail",""
"passed","Tue Jun 04 09:23:56 GMT 2024","Tue Jun 04 09:23:56 GMT 2024","53","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectRequestWithCorrectNameShouldPass","createProjectRequestWithCorrectNameShouldPass",""
"passed","Tue Jun 04 09:23:56 GMT 2024","Tue Jun 04 09:23:56 GMT 2024","62","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectRequestWithCorrectIdShouldPass","createProjectRequestWithCorrectIdShouldPass",""
"passed","Tue Jun 04 09:23:57 GMT 2024","Tue Jun 04 09:23:57 GMT 2024","27","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectRequestWithIncorrectIdShouldFail","createProjectRequestWithIncorrectIdShouldFail",""
"passed","Tue Jun 04 09:23:57 GMT 2024","Tue Jun 04 09:23:57 GMT 2024","25","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectRequestWithIncorrectIdShouldFail","createProjectRequestWithIncorrectIdShouldFail",""
"passed","Tue Jun 04 09:23:53 GMT 2024","Tue Jun 04 09:23:53 GMT 2024","248","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigRequestWithExistedNameInSameProjectShouldFail","createBuildConfigRequestWithExistedNameInSameProjectShouldFail",""
"passed","Tue Jun 04 09:23:57 GMT 2024","Tue Jun 04 09:23:57 GMT 2024","40","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectRequestWithIncorrectIdShouldFail","createProjectRequestWithIncorrectIdShouldFail",""
